タイトル,日次,レース日,レース場,レース回,レース名,距離(m),電話投票締切予定,1枠_艇番,1枠_登録番号,1枠_選手名,1枠_年齢,1枠_支部,1枠_体重,1枠_級別,1枠_全国勝率,1枠_全国2連対率,1枠_当地勝率,1枠_当地2連対率,1枠_モーター番号,1枠_モーター2連対率,1枠_ボート番号,1枠_ボート2連対率,1枠_今節成績_1-1,1枠_今節成績_1-2,1枠_今節成績_2-1,1枠_今節成績_2-2,1枠_今節成績_3-1,1枠_今節成績_3-2,1枠_今節成績_4-1,1枠_今節成績_4-2,1枠_今節成績_5-1,1枠_今節成績_5-2,1枠_今節成績_6-1,1枠_今節成績_6-2,1枠_早見,2枠_艇番,2枠_登録番号,2枠_選手名,2枠_年齢,2枠_支部,2枠_体重,2枠_級別,2枠_全国勝率,2枠_全国2連対率,2枠_当地勝率,2枠_当地2連対率,2枠_モーター番号,2枠_モーター2連対率,2枠_ボート番号,2枠_ボート2連対率,2枠_今節成績_1-1,2枠_今節成績_1-2,2枠_今節成績_2-1,2枠_今節成績_2-2,2枠_今節成績_3-1,2枠_今節成績_3-2,2枠_今節成績_4-1,2枠_今節成績_4-2,2枠_今節成績_5-1,2枠_今節成績_5-2,2枠_今節成績_6-1,2枠_今節成績_6-2,2枠_早見,3枠_艇番,3枠_登録番号,3枠_選手名,3枠_年齢,3枠_支部,3枠_体重,3枠_級別,3枠_全国勝率,3枠_全国2連対率,3枠_当地勝率,3枠_当地2連対率,3枠_モーター番号,3枠_モーター2連対率,3枠_ボート番号,3枠_ボート2連対率,3枠_今節成績_1-1,3枠_今節成績_1-2,3枠_今節成績_2-1,3枠_今節成績_2-2,3枠_今節成績_3-1,3枠_今節成績_3-2,3枠_今節成績_4-1,3枠_今節成績_4-2,3枠_今節成績_5-1,3枠_今節成績_5-2,3枠_今節成績_6-1,3枠_今節成績_6-2,3枠_早見,4枠_艇番,4枠_登録番号,4枠_選手名,4枠_年齢,4枠_支部,4枠_体重,4枠_級別,4枠_全国勝率,4枠_全国2連対率,4枠_当地勝率,4枠_当地2連対率,4枠_モーター番号,4枠_モーター2連対率,4枠_ボート番号,4枠_ボート2連対率,4枠_今節成績_1-1,4枠_今節成績_1-2,4枠_今節成績_2-1,4枠_今節成績_2-2,4枠_今節成績_3-1,4枠_今節成績_3-2,4枠_今節成績_4-1,4枠_今節成績_4-2,4枠_今節成績_5-1,4枠_今節成績_5-2,4枠_今節成績_6-1,4枠_今節成績_6-2,4枠_早見,5枠_艇番,5枠_登録番号,5枠_選手名,5枠_年齢,5枠_支部,5枠_体重,5枠_級別,5枠_全国勝率,5枠_全国2連対率,5枠_当地勝率,5枠_当地2連対率,5枠_モーター番号,5枠_モーター2連対率,5枠_ボート番号,5枠_ボート2連対率,5枠_今節成績_1-1,5枠_今節成績_1-2,5枠_今節成績_2-1,5枠_今節成績_2-2,5枠_今節成績_3-1,5枠_今節成績_3-2,5枠_今節成績_4-1,5枠_今節成績_4-2,5枠_今節成績_5-1,5枠_今節成績_5-2,5枠_今節成績_6-1,5枠_今節成績_6-2,5枠_早見,6枠_艇番,6枠_登録番号,6枠_選手名,6枠_年齢,6枠_支部,6枠_体重,6枠_級別,6枠_全国勝率,6枠_全国2連対率,6枠_当地勝率,6枠_当地2連対率,6枠_モーター番号,6枠_モーター2連対率,6枠_ボート番号,6枠_ボート2連対率,6枠_今節成績_1-1,6枠_今節成績_1-2,6枠_今節成績_2-1,6枠_今節成績_2-2,6枠_今節成績_3-1,6枠_今節成績_3-2,6枠_今節成績_4-1,6枠_今節成績_4-2,6枠_今節成績_5-1,6枠_今節成績_5-2,6枠_今節成績_6-1,6枠_今節成績_6-2,6枠_早見
蒲郡柑橘組合蒲郡みかん杯,第1日,2025-12-09,ボートレース蒲郡,3R,予選,1800,16:17,1,3842,星野太郎,49,三重,53.0,B1,4.66,26.56,,,74,20,37,35,,,,,,,,,,,,,,2,3505,山田竜一,54,東京,52.0,A2,5.15,31.07,,,13,34,73,22,,,,,,,,,,,,,,3,3742,宮地秀祈,51,福岡,52.0,B1,4.45,19.74,,,11,23,18,20,,,,,,,,,,,,,,4,5261,岡 暢祐,27,長崎,52.0,B1,3.61,8.47,,,72,32,69,23,,,,,,,,,,,,,,5,4325,新出浩司,42,大阪,52.0,B1,4.78,24.39,,,12,17,28,24,,,,,,,,,,,,,,6,4570,前田聖文,37,愛知,55.0,A1,6.48,48.48,,,36,35,45,31,,,,,,,,,,,,,
蒲郡柑橘組合蒲郡みかん杯,第1日,2025-12-09,ボートレース蒲郡,4R,予選,1800,16:44,1,3502,渡邉英児,56,静岡,53.0,B1,5.13,31.76,,,56,35,50,34,,,,,,,,,,,,,,2,4239,竹田辰也,41,山口,52.0,A1,6.39,49.58,,,28,33,55,25,,,,,,,,,,,,,,3,4401,小林 泰,41,東京,55.0,A2,5.25,30.34,,,73,21,61,43,,,,,,,,,,,,,,4,4917,岩橋裕馬,37,兵庫,53.0,B1,4.61,23.94,,,37,23,40,46,,,,,,,,,,,,,,5,5006,久保原秀,29,群馬,55.0,B1,3.42,15.79,,,45,20,64,32,,,,,,,,,,,,,,6,3605,中村守成,54,三重,53.0,B1,4.38,25.0,,,17,31,26,22,,,,,,,,,,,,,
蒲郡柑橘組合蒲郡みかん杯,第1日,2025-12-09,ボートレース蒲郡,5R,予選,1800,17:10,1,3527,中嶋誠一,54,長崎,53.0,B1,5.59,34.69,,,66,21,66,46,,,,,,,,,,,,,,2,4962,畑 竜生,29,三重,52.0,A2,5.98,40.43,,,52,24,22,21,,,,,,,,,,,,,,3,5246,楠将太郎,23,埼玉,51.0,B1,4.71,26.25,,,26,32,48,40,,,,,,,,,,,,,,4,5061,中村駿平,28,愛知,53.0,B1,4.2,26.67,,,65,32,38,33,,,,,,,,,,,,,,5,5371,早川颯太,23,東京,52.0,B2,1.59,,,,51,21,67,31,,,,,,,,,,,,,,6,4351,里岡右貴,39,福岡,54.0,A1,6.75,50.44,,,15,25,57,19,,,,,,,,,,,,,
蒲郡柑橘組合蒲郡みかん杯,第1日,2025-12-09,ボートレース蒲郡,6R,予選,1800,17:38,1,3284,渡邊伸太,58,佐賀,53.0,B1,4.82,22.54,,,46,25,68,37,,,,,,,,,,,,,,2,4543,重木輝彦,38,兵庫,52.0,A1,6.01,39.25,,,76,30,49,17,,,,,,,,,,,,,,3,4888,金児隆太,38,群馬,51.0,A2,5.0,28.09,,,71,26,41,21,,,,,,,,,,,,,,4,3361,岡部 浩,56,徳島,52.0,B1,3.37,11.11,,,67,23,62,32,,,,,,,,,,,,,,5,4679,植田太一,36,福岡,61.0,A2,6.25,47.06,,,61,28,60,38,,,,,,,,,,,,,,6,3911,鈴木 猛,52,東京,53.0,B1,5.49,39.29,,,69,17,47,37,,,,,,,,,,,,,
蒲郡柑橘組合蒲郡みかん杯,第1日,2025-12-09,ボートレース蒲郡,7R,予選 進入固定 Ｈ１８０,ｍ電,18:06,1,3686,鳥居塚孝,50,群馬,50.0,A2,5.8,41.46,,,58,31,46,32,,,,,,,,,,,,,,2,3346,宮本裕之,58,兵庫,52.0,B1,4.26,22.58,,,20,27,70,30,,,,,,,,,,,,,,3,3256,三角哲男,58,東京,52.0,A1,6.0,46.74,,,43,35,29,19,,,,,,,,,,,,,,4,4009,小林一樹,46,山口,57.0,A2,5.51,32.18,,,30,26,54,34,,,,,,,,,,,,,,5,5066,鈴木孝明,27,埼玉,53.0,B1,5.74,35.0,,,49,24,51,31,,,,,,,,,,,,,,6,5261,岡 暢祐,27,長崎,52.0,B1,3.61,8.47,,,72,32,69,23,,,,,,,,,,,,,
蒲郡柑橘組合蒲郡みかん杯,第1日,2025-12-09,ボートレース蒲郡,8R,予選,1800,18:34,1,4345,西舘 健,40,東京,54.0,A2,5.4,36.84,,,23,9,36,50,,,,,,,,,,,,,,2,3623,深川真二,51,佐賀,51.0,A1,7.33,65.71,,,32,25,11,17,,,,,,,,,,,,,,3,4422,永井亮次,37,大阪,53.0,B1,4.8,30.86,,,62,31,56,24,,,,,,,,,,,,,,4,4563,齋藤真之,38,岡山,52.0,B1,3.68,14.81,,,40,35,76,26,,,,,,,,,,,,,,5,3445,加藤高史,56,埼玉,54.0,B2,6.04,35.71,,,41,33,75,26,,,,,,,,,,,,,,6,4116,川田正人,44,徳島,52.0,A2,5.09,33.33,,,47,27,16,18,,,,,,,,,,,,,
蒲郡柑橘組合蒲郡みかん杯,第1日,2025-12-09,ボートレース蒲郡,9R,予選特賞,1800,19:04,1,4109,谷津幸宏,45,埼玉,55.0,A1,5.94,43.22,,,55,36,23,19,,,,,,,,,,,,,,2,4209,藤田竜弘,42,静岡,57.0,A2,5.19,31.36,,,14,11,58,24,,,,,,,,,,,,,,3,4423,坂口貴彦,36,岡山,56.0,B1,5.14,33.0,,,24,31,39,34,,,,,,,,,,,,,,4,3527,中嶋誠一,54,長崎,53.0,B1,5.59,34.69,,,66,21,66,46,,,,,,,,,,,,,,5,3505,山田竜一,54,東京,52.0,A2,5.15,31.07,,,13,34,73,22,,,,,,,,,,,,,,6,4917,岩橋裕馬,37,兵庫,53.0,B1,4.61,23.94,,,37,23,40,46,,,,,,,,,,,,,
蒲郡柑橘組合蒲郡みかん杯,第1日,2025-12-09,ボートレース蒲郡,0R,予選特賞,1800,19:34,1,4441,末永由楽,39,岡山,54.0,A1,6.01,44.55,,,68,17,52,20,,,,,,,,,,,,,,2,3081,岡本慎治,62,山口,52.0,A2,4.61,26.79,,,19,35,43,24,,,,,,,,,,,,,,3,3542,清水紀克,57,愛知,56.0,B1,3.97,17.95,,,48,26,35,38,,,,,,,,,,,,,,4,5246,楠将太郎,23,埼玉,51.0,B1,4.71,26.25,,,26,32,48,40,,,,,,,,,,,,,,5,4401,小林 泰,41,東京,55.0,A2,5.25,30.34,,,73,21,61,43,,,,,,,,,,,,,,6,3742,宮地秀祈,51,福岡,52.0,B1,4.45,19.74,,,11,23,18,20,,,,,,,,,,,,,
蒲郡柑橘組合蒲郡みかん杯,第1日,2025-12-09,ボートレース蒲郡,1R,予選特選,1800,20:06,1,3909,佐々木康,52,静岡,56.0,A2,6.53,47.17,,,75,21,24,25,,,,,,,,,,,,,,2,4325,新出浩司,42,大阪,52.0,B1,4.78,24.39,,,12,17,28,24,,,,,,,,,,,,,,3,4679,植田太一,36,福岡,61.0,A2,6.25,47.06,,,61,28,60,38,,,,,,,,,,,,,,4,5006,久保原秀,29,群馬,55.0,B1,3.42,15.79,,,45,20,64,32,,,,,,,,,,,,,,5,4962,畑 竜生,29,三重,52.0,A2,5.98,40.43,,,52,24,22,21,,,,,,,,,,,,,,6,4009,小林一樹,46,山口,57.0,A2,5.51,32.18,,,30,26,54,34,,,,,,,,,,,,,
蒲郡柑橘組合蒲郡みかん杯,第1日,2025-12-09,ボートレース蒲郡,2R,ドリーム戦,1800,20:38,1,3623,深川真二,51,佐賀,51.0,A1,7.33,65.71,,,32,25,11,17,,,,,,,,,,,,,,2,4351,里岡右貴,39,福岡,54.0,A1,6.75,50.44,,,15,25,57,19,,,,,,,,,,,,,,3,4570,前田聖文,37,愛知,55.0,A1,6.48,48.48,,,36,35,45,31,,,,,,,,,,,,,,4,3256,三角哲男,58,東京,52.0,A1,6.0,46.74,,,43,35,29,19,,,,,,,,,,,,,,5,4239,竹田辰也,41,山口,52.0,A1,6.39,49.58,,,28,33,55,25,,,,,,,,,,,,,,6,4543,重木輝彦,38,兵庫,52.0,A1,6.01,39.25,,,76,30,49,17,,,,,,,,,,,,,
スカパー！・ＪＬＣ杯ルーキーシリーズ第２３戦,第2日,2025-12-09,ボートレース江戸川,1R,予選,1800,10:59,1,5279,石渡翔一,23,東京,53.0,B1,5.84,36.84,,,70,30,68,42,,,,,,,,,,,,,,2,5139,大場恒季,25,愛知,51.0,B1,6.43,47.87,,,22,32,48,40,,,,,,,,,,,,,,3,5311,小林京平,27,山口,53.0,B1,4.29,21.43,,,62,40,30,30,,,,,,,,,,,,,,4,5138,村本大成,25,福岡,53.0,B1,3.0,12.2,,,50,35,22,28,,,,,,,,,,,,,,5,5157,市川健太,28,滋賀,55.0,B1,4.53,23.08,,,38,30,46,38,,,,,,,,,,,,,,6,5388,佐野優都,19,徳島,53.0,B1,3.71,11.29,,,21,38,29,40,,,,,,,,,,,,,
スカパー！・ＪＬＣ杯ルーキーシリーズ第２３戦,第2日,2025-12-09,ボートレース江戸川,2R,予選,1800,11:25,1,5154,村松栄太,29,広島,54.0,B1,4.68,26.58,,,55,38,40,20,,,,,,,,,,,,,,2,5083,柳瀬幹太,27,山口,56.0,B1,5.07,27.63,,,65,28,15,26,,,,,,,,,,,,,,3,5152,丸山祐也,30,福岡,50.0,B1,3.97,19.72,,,52,32,19,31,,,,,,,,,,,,,,4,5318,河内一馬,24,愛知,54.0,B1,2.53,7.35,,,13,31,31,27,,,,,,,,,,,,,,5,5294,豊田祥生,23,静岡,50.0,B1,3.96,20.83,,,34,38,35,34,,,,,,,,,,,,,,6,5411,木下虎之,20,東京,58.0,B2,1.52,,,,61,40,51,48,,,,,,,,,,,,,
スカパー！・ＪＬＣ杯ルーキーシリーズ第２３戦,第2日,2025-12-09,ボートレース江戸川,3R,予選,1800,11:51,1,5376,吉田一心,21,大阪,51.0,B1,4.61,24.59,,,24,24,21,30,,,,,,,,,,,,,,2,5075,中島秀治,30,滋賀,54.0,A2,6.08,38.58,,,68,24,54,34,,,,,,,,,,,,,,3,5359,佐藤世那,19,東京,53.0,B1,2.82,9.86,,,64,31,57,30,,,,,,,,,,,,,,4,5134,大原祥昌,26,広島,54.0,A2,5.06,31.13,,,59,43,65,27,,,,,,,,,,,,,,5,5349,宮崎奏磨,21,静岡,55.0,B2,1.34,,,,20,31,17,35,,,,,,,,,,,,,,6,5147,田中勇輔,31,埼玉,50.0,B1,3.02,,,,19,22,23,46,,,,,,,,,,,,,
スカパー！・ＪＬＣ杯ルーキーシリーズ第２３戦,第2日,2025-12-09,ボートレース江戸川,4R,予選,1800,12:17,1,5333,山下智己,21,兵庫,51.0,B1,4.29,26.92,,,41,36,13,32,,,,,,,,,,,,,,2,5226,藤田俊祐,23,東京,52.0,A2,5.71,37.65,,,63,40,56,38,,,,,,,,,,,,,,3,5249,三木晴斗,23,徳島,54.0,B1,4.52,24.69,,,37,37,38,29,,,,,,,,,,,,,,4,5271,杉山太陽,24,福岡,52.0,B1,3.9,19.44,,,16,32,12,35,,,,,,,,,,,,,,5,5133,堀越雄貴,26,東京,51.0,B1,4.79,28.87,,,25,33,39,38,,,,,,,,,,,,,,6,5377,鳥居塚嶺,21,群馬,48.0,B2,3.32,13.85,,,51,39,60,32,,,,,,,,,,,,,
スカパー！・ＪＬＣ杯ルーキーシリーズ第２３戦,第2日,2025-12-09,ボートレース江戸川,5R,予選,1800,12:43,1,5085,中村栄治,26,福井,52.0,B1,4.9,30.3,,,32,25,45,37,,,,,,,,,,,,,,2,5220,青木 蓮,25,埼玉,51.0,A2,6.47,49.52,,,15,32,36,39,,,,,,,,,,,,,,3,5325,澁川 夏,22,大阪,52.0,B1,3.95,10.71,,,10,27,64,34,,,,,,,,,,,,,,4,5354,渡邊雄斗,21,三重,52.0,B2,1.88,,,,43,27,34,36,,,,,,,,,,,,,,5,5269,山口晃朋,24,静岡,51.0,B1,5.55,34.94,,,18,40,47,37,,,,,,,,,,,,,,6,4983,前田篤哉,29,愛知,52.0,A1,6.77,53.45,,,17,41,63,26,,,,,,,,,,,,,
スカパー！・ＪＬＣ杯ルーキーシリーズ第２３戦,第2日,2025-12-09,ボートレース江戸川,6R,予選,1800,13:09,1,5139,大場恒季,25,愛知,51.0,B1,6.43,47.87,,,22,32,48,40,,,,,,,,,,,,,,2,5234,塚越海斗,27,群馬,54.0,B1,6.23,45.1,,,66,31,20,24,,,,,,,,,,,,,,3,5224,西岡顕心,24,香川,51.0,A1,7.0,47.75,,,53,20,62,35,,,,,,,,,,,,,,4,5255,藤原仙二,22,滋賀,55.0,A2,6.61,54.72,,,60,38,69,37,,,,,,,,,,,,,,5,5343,小林礼央,23,広島,50.0,B1,3.45,12.2,,,47,31,41,34,,,,,,,,,,,,,,6,5070,中島 航,31,東京,52.0,B1,4.98,26.51,,,29,24,14,28,,,,,,,,,,,,,
スカパー！・ＪＬＣ杯ルーキーシリーズ第２３戦,第2日,2025-12-09,ボートレース江戸川,7R,予選,1800,13:35,1,5185,加藤優弥,26,福井,54.0,B1,4.92,22.37,,,23,24,25,36,,,,,,,,,,,,,,2,5298,水谷理人,23,香川,50.0,B1,6.72,47.75,,,48,45,43,30,,,,,,,,,,,,,,3,5256,中山翔太,21,三重,52.0,A2,6.47,45.24,,,71,39,16,33,,,,,,,,,,,,,,4,5388,佐野優都,19,徳島,53.0,B1,3.71,11.29,,,21,38,29,40,,,,,,,,,,,,,,5,5075,中島秀治,30,滋賀,54.0,A2,6.08,38.58,,,68,24,54,34,,,,,,,,,,,,,,6,5152,丸山祐也,30,福岡,50.0,B1,3.97,19.72,,,52,32,19,31,,,,,,,,,,,,,
スカパー！・ＪＬＣ杯ルーキーシリーズ第２３戦,第2日,2025-12-09,ボートレース江戸川,8R,予選,1800,14:02,1,5276,大島隆乃,23,福岡,51.0,B1,5.04,28.09,,,31,46,37,34,,,,,,,,,,,,,,2,5311,小林京平,27,山口,53.0,B1,4.29,21.43,,,62,40,30,30,,,,,,,,,,,,,,3,5229,吉川晴人,22,滋賀,56.0,A2,5.88,40.35,,,26,28,52,31,,,,,,,,,,,,,,4,5377,鳥居塚嶺,21,群馬,48.0,B2,3.32,13.85,,,51,39,60,32,,,,,,,,,,,,,,5,5154,村松栄太,29,広島,54.0,B1,4.68,26.58,,,55,38,40,20,,,,,,,,,,,,,,6,5112,砂長知輝,26,埼玉,52.0,A1,6.58,51.3,,,46,30,59,39,,,,,,,,,,,,,
スカパー！・ＪＬＣ杯ルーキーシリーズ第２３戦,第2日,2025-12-09,ボートレース江戸川,9R,予選特賞,1800,14:30,1,5018,竹下大樹,26,福岡,55.0,A1,6.6,51.88,,,28,23,33,35,,,,,,,,,,,,,,2,5147,田中勇輔,31,埼玉,50.0,B1,3.02,,,,19,22,23,46,,,,,,,,,,,,,,3,5220,青木 蓮,25,埼玉,51.0,A2,6.47,49.52,,,15,32,36,39,,,,,,,,,,,,,,4,5240,高橋龍治,25,福岡,54.0,B1,3.64,15.15,,,49,43,49,30,,,,,,,,,,,,,,5,5280,廣瀬 凜,23,滋賀,52.0,B1,6.65,48.39,,,35,25,26,34,,,,,,,,,,,,,,6,5411,木下虎之,20,東京,58.0,B2,1.52,,,,61,40,51,48,,,,,,,,,,,,,
スカパー！・ＪＬＣ杯ルーキーシリーズ第２３戦,第2日,2025-12-09,ボートレース江戸川,0R,予選特賞,1800,14:59,1,5134,大原祥昌,26,広島,54.0,A2,5.06,31.13,,,59,43,65,27,,,,,,,,,,,,,,2,5318,河内一馬,24,愛知,54.0,B1,2.53,7.35,,,13,31,31,27,,,,,,,,,,,,,,3,5350,網代良芽,21,兵庫,52.0,B1,3.56,14.08,,,30,27,28,35,,,,,,,,,,,,,,4,5279,石渡翔一,23,東京,53.0,B1,5.84,36.84,,,70,30,68,42,,,,,,,,,,,,,,5,4983,前田篤哉,29,愛知,52.0,A1,6.77,53.45,,,17,41,63,26,,,,,,,,,,,,,,6,5234,塚越海斗,27,群馬,54.0,B1,6.23,45.1,,,66,31,20,24,,,,,,,,,,,,,
スカパー！・ＪＬＣ杯ルーキーシリーズ第２３戦,第2日,2025-12-09,ボートレース江戸川,1R,予選特選,1800,15:29,1,5226,藤田俊祐,23,東京,52.0,A2,5.71,37.65,,,63,40,56,38,,,,,,,,,,,,,,2,5167,小川竜太,25,埼玉,52.0,B1,4.57,18.57,,,36,44,27,32,,,,,,,,,,,,,,3,5255,藤原仙二,22,滋賀,55.0,A2,6.61,54.72,,,60,38,69,37,,,,,,,,,,,,,,4,5349,宮崎奏磨,21,静岡,55.0,B2,1.34,,,,20,31,17,35,,,,,,,,,,,,,,5,5325,澁川 夏,22,大阪,52.0,B1,3.95,10.71,,,10,27,64,34,,,,,,,,,,,,,,6,5293,眞崎武蔵,24,静岡,52.0,B1,2.12,6.9,,,39,34,10,22,,,,,,,,,,,,,
スカパー！・ＪＬＣ杯ルーキーシリーズ第２３戦,第2日,2025-12-09,ボートレース江戸川,2R,記者選抜戦,1800,16:00,1,5224,西岡顕心,24,香川,51.0,A1,7.0,47.75,,,53,20,62,35,,,,,,,,,,,,,,2,5359,佐藤世那,19,東京,53.0,B1,2.82,9.86,,,64,31,57,30,,,,,,,,,,,,,,3,5269,山口晃朋,24,静岡,51.0,B1,5.55,34.94,,,18,40,47,37,,,,,,,,,,,,,,4,5256,中山翔太,21,三重,52.0,A2,6.47,45.24,,,71,39,16,33,,,,,,,,,,,,,,5,5271,杉山太陽,24,福岡,52.0,B1,3.9,19.44,,,16,32,12,35,,,,,,,,,,,,,,6,5083,柳瀬幹太,27,山口,56.0,B1,5.07,27.63,,,65,28,15,26,,,,,,,,,,,,,
