タイトル,日次,レース日,レース場,レース回,レース名,距離(m),電話投票締切予定,1枠_艇番,1枠_登録番号,1枠_選手名,1枠_年齢,1枠_支部,1枠_体重,1枠_級別,1枠_全国勝率,1枠_全国2連対率,1枠_当地勝率,1枠_当地2連対率,1枠_モーター番号,1枠_モーター2連対率,1枠_ボート番号,1枠_ボート2連対率,1枠_今節成績_1-1,1枠_今節成績_1-2,1枠_今節成績_2-1,1枠_今節成績_2-2,1枠_今節成績_3-1,1枠_今節成績_3-2,1枠_今節成績_4-1,1枠_今節成績_4-2,1枠_今節成績_5-1,1枠_今節成績_5-2,1枠_今節成績_6-1,1枠_今節成績_6-2,1枠_早見,2枠_艇番,2枠_登録番号,2枠_選手名,2枠_年齢,2枠_支部,2枠_体重,2枠_級別,2枠_全国勝率,2枠_全国2連対率,2枠_当地勝率,2枠_当地2連対率,2枠_モーター番号,2枠_モーター2連対率,2枠_ボート番号,2枠_ボート2連対率,2枠_今節成績_1-1,2枠_今節成績_1-2,2枠_今節成績_2-1,2枠_今節成績_2-2,2枠_今節成績_3-1,2枠_今節成績_3-2,2枠_今節成績_4-1,2枠_今節成績_4-2,2枠_今節成績_5-1,2枠_今節成績_5-2,2枠_今節成績_6-1,2枠_今節成績_6-2,2枠_早見,3枠_艇番,3枠_登録番号,3枠_選手名,3枠_年齢,3枠_支部,3枠_体重,3枠_級別,3枠_全国勝率,3枠_全国2連対率,3枠_当地勝率,3枠_当地2連対率,3枠_モーター番号,3枠_モーター2連対率,3枠_ボート番号,3枠_ボート2連対率,3枠_今節成績_1-1,3枠_今節成績_1-2,3枠_今節成績_2-1,3枠_今節成績_2-2,3枠_今節成績_3-1,3枠_今節成績_3-2,3枠_今節成績_4-1,3枠_今節成績_4-2,3枠_今節成績_5-1,3枠_今節成績_5-2,3枠_今節成績_6-1,3枠_今節成績_6-2,3枠_早見,4枠_艇番,4枠_登録番号,4枠_選手名,4枠_年齢,4枠_支部,4枠_体重,4枠_級別,4枠_全国勝率,4枠_全国2連対率,4枠_当地勝率,4枠_当地2連対率,4枠_モーター番号,4枠_モーター2連対率,4枠_ボート番号,4枠_ボート2連対率,4枠_今節成績_1-1,4枠_今節成績_1-2,4枠_今節成績_2-1,4枠_今節成績_2-2,4枠_今節成績_3-1,4枠_今節成績_3-2,4枠_今節成績_4-1,4枠_今節成績_4-2,4枠_今節成績_5-1,4枠_今節成績_5-2,4枠_今節成績_6-1,4枠_今節成績_6-2,4枠_早見,5枠_艇番,5枠_登録番号,5枠_選手名,5枠_年齢,5枠_支部,5枠_体重,5枠_級別,5枠_全国勝率,5枠_全国2連対率,5枠_当地勝率,5枠_当地2連対率,5枠_モーター番号,5枠_モーター2連対率,5枠_ボート番号,5枠_ボート2連対率,5枠_今節成績_1-1,5枠_今節成績_1-2,5枠_今節成績_2-1,5枠_今節成績_2-2,5枠_今節成績_3-1,5枠_今節成績_3-2,5枠_今節成績_4-1,5枠_今節成績_4-2,5枠_今節成績_5-1,5枠_今節成績_5-2,5枠_今節成績_6-1,5枠_今節成績_6-2,5枠_早見,6枠_艇番,6枠_登録番号,6枠_選手名,6枠_年齢,6枠_支部,6枠_体重,6枠_級別,6枠_全国勝率,6枠_全国2連対率,6枠_当地勝率,6枠_当地2連対率,6枠_モーター番号,6枠_モーター2連対率,6枠_ボート番号,6枠_ボート2連対率,6枠_今節成績_1-1,6枠_今節成績_1-2,6枠_今節成績_2-1,6枠_今節成績_2-2,6枠_今節成績_3-1,6枠_今節成績_3-2,6枠_今節成績_4-1,6枠_今節成績_4-2,6枠_今節成績_5-1,6枠_今節成績_5-2,6枠_今節成績_6-1,6枠_今節成績_6-2,6枠_早見
８  開設７１周記念海,第2日,2025-12-08,ボートレース下関,2R,帝王ドリーム,1800,20:45,1,4262,馬場貴也,,,58.1,,34.62,22.0,,,35.00,66,,,,,,,,,,,,,,,,2,4482,守屋美穂,,,47.62,,60.0,40.0,,,35.25,44,,,,,,,,,,,,,,,,3,3415,松井 繁,,,33.0,,47.06,55.0,,,37.14,61,,,,,,,,,,,,,,,,4,3590,濱野谷憲,,,50.39,,12.5,39.0,,,38.69,46,,,,,,,,,,,,,,,,5,4237,大峯 豊,,,42.98,,56.1,49.0,,,34.72,1,,,,,,,,,,,,,,,,6,4571,菅 章哉,,,42.7,,39.02,44.0,,,35.71,1,,,,,,,,,,,,,,,
８  ニッカン・コム杯争奪,第5日,2025-12-08,ボートレース徳山,1R,朝トク一般,1800,08:35,1,5010,宇留田翔,,,44.83,,25.0,11.0,,,26.32,431,2245,11,,,,,,,,,,,,,,2,4648,木村亮太,,,21.43,,40.0,71.0,,,35.00,6,664,32,,,,,,,,,,,,,,3,4465,大西 賢,,,17.86,,,63.0,,,42.11,5,243,51,,,,,,,,,,,,,,4,4142,平野和明,,,32.0,,38.46,15.0,,,50.00,414,642,9,,,,,,,,,,,,,,5,4252,松下哲也,,,25.27,,38.46,67.0,,,31.58,3,663,56,,,,,,,,,,,,,,6,5242,高山弘斗,,,23.26,,22.22,28.0,,,33.33,653,543,5,,,,,,,,,,,,,
８  ニッカン・コム杯争奪,第5日,2025-12-08,ボートレース徳山,2R,決めトク一般,1800,09:01,1,4040,廣瀬将亨,,,45.45,,33.33,33.0,,,40.00,43262,43,12,,,,,,,,,,,,,,2,4840,鈴木秀茉,,,31.58,,29.63,69.0,,,42.11,512,6361,6,,,,,,,,,,,,,,3,3550,都築正治,,,36.14,,44.12,19.0,,,30.00,415,365,,,,,,,,,,,,,,,4,5209,小野京平,,,10.0,,7.69,70.0,,,29.41,4,4,555,,,,,,,,,,,,,,5,4049,荒川健太,,,34.26,,35.29,73.0,,,5.56,1324531,11,,,,,,,,,,,,,,,6,3874,山本寛久,,,49.07,,47.37,75.0,,,12.50,25441,11,10,,,,,,,,,,,,,
８  ニッカン・コム杯争奪,第5日,2025-12-08,ボートレース徳山,3R,ガチトク一般,1800,09:27,1,4302,西野翔太,,,50.86,,48.33,74.0,,,21.43,16322,42,12,,,,,,,,,,,,,,2,4645,上村純一,,,48.62,,42.86,29.0,,,52.63,1,443415,10,,,,,,,,,,,,,,3,4405,南野利騰,,,16.44,,44.44,66.0,,,25.00,365,6,43,,,,,,,,,,,,,,4,4054,福嶋智之,,,21.52,,28.57,57.0,,,23.08,262,631,,,,,,,,,,,,,,,5,4231,鈴木裕隆,,,36.0,,,25.0,,,16.67,6,41443,8,,,,,,,,,,,,,,6,4108,吉村正明,,,28.43,,40.43,14.0,,,42.86,211,4234,10,,,,,,,,,,,,,
８  ニッカン・コム杯争奪,第5日,2025-12-08,ボートレース徳山,4R,買っトク一般,1800,09:53,1,5002,上田健太,,,44.32,,72.73,21.0,,,31.25,2,132365,12,,,,,,,,,,,,,,2,5332,村松遥輝,,,15.38,,,62.0,,,33.33,656,S,56,,,,,,,,,,,,,,3,4718,北川太一,,,41.84,,35.0,18.0,,,33.33,1,341422,11,,,,,,,,,,,,,,4,4676,後藤隼之,,,31.11,,35.9,12.0,,,26.32,5,561,52,,,,,,,,,,,,,,5,5166,仲道大輔,,,37.29,,51.72,30.0,,,25.00,233,1143,12,,,,,,,,,,,,,,6,4144,石塚久也,,,43.75,,43.18,64.0,,,11.76,1252263,10,,,,,,,,,,,,,,
８  ニッカン・コム杯争奪,第5日,2025-12-08,ボートレース徳山,5R,一般,1800,10:20,1,4475,末永祐輝,,,42.86,,44.25,26.0,,,47.37,422,5131,11,,,,,,,,,,,,,,2,5242,高山弘斗,,,23.26,,22.22,28.0,,,33.33,653,543,1,,,,,,,,,,,,,,3,4105,松下直也,,,36.52,,48.48,60.0,,,28.57,2633116,10,,,,,,,,,,,,,,,4,4740,齋藤達希,,,29.07,,22.86,16.0,,,27.78,3,432,52,,,,,,,,,,,,,,5,4728,山口 亮,,,32.53,,55.56,59.0,,,5.56,621,562,9,,,,,,,,,,,,,,6,4557,松尾光広,,,27.03,,,36.0,,,11.11,4,3F654,,,,,,,,,,,,,,
８  ニッカン・コム杯争奪,第5日,2025-12-08,ボートレース徳山,6R,一般,1800,10:49,1,4652,酒見峻介,,,32.18,,65.0,58.0,,,44.44,2461262,10,,,,,,,,,,,,,,,2,4564,山本景士,,,20.59,,,22.0,,,28.57,4,562,25,,,,,,,,,,,,,,3,4252,松下哲也,,,25.27,,38.46,67.0,,,31.58,3,663,56,,,,,,,,,,,,,,4,4840,鈴木秀茉,,,31.58,,29.63,69.0,,,42.11,512,6361,2,,,,,,,,,,,,,,5,4465,大西 賢,,,17.86,,,63.0,,,42.11,5,243,51,,,,,,,,,,,,,,6,4584,村岡賢人,,,57.14,,42.86,23.0,,,23.53,34212,23,11,,,,,,,,,,,,,
８  ニッカン・コム杯争奪,第5日,2025-12-08,ボートレース徳山,7R,一般,1800,11:21,1,4277,金田大輔,,,27.06,,47.83,65.0,,,47.37,6,15411,11,,,,,,,,,,,,,,2,3851,森田昭彦,,,14.49,,23.53,34.0,,,50.00,655,4,66,,,,,,,,,,,,,,3,3430,角浜 修,,,25.27,,38.3,17.0,,,33.33,1,614656,,,,,,,,,,,,,,,4,4405,南野利騰,,,16.44,,44.44,66.0,,,25.00,365,6,43,,,,,,,,,,,,,,5,4407,鹿島敏弘,,,26.17,,25.0,35.0,,,31.58,2,45332,,,,,,,,,,,,,,,6,4896,花本 剛,,,20.69,,27.42,31.0,,,16.67,552,456,,,,,,,,,,,,,,
８  ニッカン・コム杯争奪,第5日,2025-12-08,ボートレース徳山,8R,一般,1800,11:52,1,4425,大井清貴,,,26.76,,24.14,61.0,,,14.29,3,331,44,,,,,,,,,,,,,,2,5209,小野京平,,,10.0,,7.69,70.0,,,29.41,4,4,555,,,,,,,,,,,,,,3,4383,竹田吉行,,,42.31,,42.86,13.0,,,50.00,523,1543,,,,,,,,,,,,,,,4,4231,鈴木裕隆,,,36.0,,,25.0,,,16.67,6,41443,3,,,,,,,,,,,,,,5,4676,後藤隼之,,,31.11,,35.9,12.0,,,26.32,5,561,52,,,,,,,,,,,,,,6,4446,和田兼輔,,,53.54,,52.63,32.0,,,18.75,3111321,12,,,,,,,,,,,,,,
８  ニッカン・コム杯争奪,第5日,2025-12-08,ボートレース徳山,9R,狙いトク一般,1800,12:26,1,3912,川原正明,,,43.3,,33.33,27.0,,,50.00,36561,34,,,,,,,,,,,,,,,2,4728,山口 亮,,,32.53,,55.56,59.0,,,5.56,621,562,5,,,,,,,,,,,,,,3,5312,川辺郭人,,,9.86,,,24.0,,,52.63,5,2,5561,,,,,,,,,,,,,,4,4469,土山卓也,,,34.0,,25.0,20.0,,,36.84,43123,66,,,,,,,,,,,,,,,5,4142,平野和明,,,32.0,,38.46,15.0,,,50.00,414,642,1,,,,,,,,,,,,,,6,4052,興津 藍,,,44.66,,30.0,68.0,,,52.63,1,55S514,,,,,,,,,,,,,,
８  ニッカン・コム杯争奪,第5日,2025-12-08,ボートレース徳山,0R,準優勝戦,1800,12:58,1,3874,山本寛久,,,49.07,,47.37,75.0,,,12.50,25441,11,2,,,,,,,,,,,,,,2,4108,吉村正明,,,28.43,,40.43,14.0,,,42.86,211,4234,3,,,,,,,,,,,,,,3,4144,石塚久也,,,43.75,,43.18,64.0,,,11.76,1252263,4,,,,,,,,,,,,,,,4,4645,上村純一,,,48.62,,42.86,29.0,,,52.63,1,443415,3,,,,,,,,,,,,,,5,4105,松下直也,,,36.52,,48.48,60.0,,,28.57,2633116,5,,,,,,,,,,,,,,,6,4652,酒見峻介,,,32.18,,65.0,58.0,,,44.44,2461262,6,,,,,,,,,,,,,,
８  ニッカン・コム杯争奪,第5日,2025-12-08,ボートレース徳山,1R,準優勝戦,1800,13:33,1,4584,村岡賢人,,,57.14,,42.86,23.0,,,23.53,34212,23,6,,,,,,,,,,,,,,2,4475,末永祐輝,,,42.86,,44.25,26.0,,,47.37,422,5131,5,,,,,,,,,,,,,,3,4049,荒川健太,,,34.26,,35.29,73.0,,,5.56,1324531,2,,,,,,,,,,,,,,,4,4277,金田大輔,,,27.06,,47.83,65.0,,,47.37,6,15411,7,,,,,,,,,,,,,,5,4718,北川太一,,,41.84,,35.0,18.0,,,33.33,1,341422,4,,,,,,,,,,,,,,6,5010,宇留田翔,,,44.83,,25.0,11.0,,,26.32,431,2245,1,,,,,,,,,,,,,
８  ニッカン・コム杯争奪,第5日,2025-12-08,ボートレース徳山,2R,準優勝戦,1800,14:13,1,4446,和田兼輔,,,53.54,,52.63,32.0,,,18.75,3111321,8,,,,,,,,,,,,,,,2,5166,仲道大輔,,,37.29,,51.72,30.0,,,25.00,233,1143,4,,,,,,,,,,,,,,3,4302,西野翔太,,,50.86,,48.33,74.0,,,21.43,16322,42,3,,,,,,,,,,,,,,4,5002,上田健太,,,44.32,,72.73,21.0,,,31.25,2,132365,4,,,,,,,,,,,,,,5,4425,大井清貴,,,26.76,,24.14,61.0,,,14.29,3,331,44,,,,,,,,,,,,,,6,4040,廣瀬将亨,,,45.45,,33.33,33.0,,,40.00,43262,43,2,,,,,,,,,,,,,
８  香川県中部ボートレー,第5日,2025-12-08,ボートレース丸亀,2R,一般,1800,15:40,1,5358,増本杏珠,,,8.82,,14.29,19.0,,,33.70,4,625,3,,,,,,,,,,,,,,2,3681,山谷 央,,,36.36,,27.27,36.0,,,40.00,3,4,154,,,,,,,,,,,,,,3,5064,品川二千,,,35.71,,,40.0,,,25.29,6,332613,8,,,,,,,,,,,,,,4,4152,深水慎一,,,37.66,,28.57,10.0,,,28.57,454,133,7,,,,,,,,,,,,,,5,4452,松尾 祭,,,39.56,,35.95,27.0,,,35.11,32642513,10,,,,,,,,,,,,,,,6,3860,松本浩貴,,,22.62,,,38.0,,,31.46,5,5,546,,,,,,,,,,,,,
８  香川県中部ボートレー,第5日,2025-12-08,ボートレース丸亀,3R,一般,1800,16:06,1,3852,澤 大介,,,23.38,,31.25,52.0,,,44.83,345,1256,11,,,,,,,,,,,,,,2,5143,常盤海心,,,7.46,,13.33,14.0,,,12.99,3,134,36,,,,,,,,,,,,,,3,3659,藤生雄人,,,34.62,,50.0,53.0,,,40.86,62243446,,,,,,,,,,,,,,,,4,4200,早川尚人,,,16.33,,14.29,8.0,,,24.42,5,551,2,,,,,,,,,,,,,,5,4065,金田幸子,,,34.85,,,64.0,,,41.67,2265456,9,,,,,,,,,,,,,,,6,4093,吉田宗弘,,,17.11,,17.65,23.0,,,28.09,253,45S,7,,,,,,,,,,,,,
８  香川県中部ボートレー,第5日,2025-12-08,ボートレース丸亀,4R,一般,1800,16:36,1,4556,竹井奈美,,,59.42,,,58.0,,,36.96,332,1135,10,,,,,,,,,,,,,,2,3832,下田哲也,,,25.71,,26.58,46.0,,,25.56,232,554,8,,,,,,,,,,,,,,3,4984,森下愛梨,,,33.33,,41.18,21.0,,,27.91,443,432,9,,,,,,,,,,,,,,4,4553,坪口竜也,,,38.24,,32.0,65.0,,,30.53,52451,25,8,,,,,,,,,,,,,,5,4051,清水敦揮,,,47.42,,44.44,1.0,,,37.78,11452314,11,,,,,,,,,,,,,,,6,4636,赤池修平,,,18.67,,40.0,6.0,,,32.61,5,164,52,,,,,,,,,,,,,
８  香川県中部ボートレー,第5日,2025-12-08,ボートレース丸亀,7R,ざるうどん７,1800,17:56,1,4809,外崎 悟,,,35.71,,30.77,49.0,,,25.00,1,3451S5,11,,,,,,,,,,,,,,2,4152,深水慎一,,,37.66,,28.57,10.0,,,28.57,454,133,2,,,,,,,,,,,,,,3,3933,山地正樹,,,38.14,,34.48,26.0,,,30.34,545,2,34,,,,,,,,,,,,,,4,4093,吉田宗弘,,,17.11,,17.65,23.0,,,28.09,253,45S,3,,,,,,,,,,,,,,5,4171,榎 幸司,,,46.61,,37.5,62.0,,,40.00,36323153,11,,,,,,,,,,,,,,,6,4417,服部 剛,,,23.88,,,63.0,,,32.61,5,256,53,,,,,,,,,,,,,
８  香川県中部ボートレー,第5日,2025-12-08,ボートレース丸亀,8R,釜揚げ８ 進入固定 Ｈ１８０,ｍ電,18:25,1,3582,吉川昭男,,,46.73,,47.62,33.0,,,40.00,641,3114,11,,,,,,,,,,,,,,2,4553,坪口竜也,,,38.24,,32.0,65.0,,,30.53,52451,25,4,,,,,,,,,,,,,,3,4200,早川尚人,,,16.33,,14.29,8.0,,,24.42,5,551,2,,,,,,,,,,,,,,4,5064,品川二千,,,35.71,,,40.0,,,25.29,6,332613,2,,,,,,,,,,,,,,5,3832,下田哲也,,,25.71,,26.58,46.0,,,25.56,232,554,4,,,,,,,,,,,,,,6,5358,増本杏珠,,,8.82,,14.29,19.0,,,33.70,4,625,3,,,,,,,,,,,,,
８  香川県中部ボートレー,第5日,2025-12-08,ボートレース丸亀,9R,ウチまる選抜,1800,18:54,1,4984,森下愛梨,,,33.33,,41.18,21.0,,,27.91,443,432,4,,,,,,,,,,,,,,2,4065,金田幸子,,,34.85,,,64.0,,,41.67,2265456,3,,,,,,,,,,,,,,,3,4853,前原 哉,,,12.5,,24.32,43.0,,,39.33,4,46521,1,,,,,,,,,,,,,,4,5230,石原凪紗,,,19.44,,11.11,5.0,,,24.69,656,566,1,,,,,,,,,,,,,,5,5413,宮城那菜,,,2.04,,,13.0,,,23.53,6,K46,6,,,,,,,,,,,,,,6,4387,平山智加,,,56.0,,50.4,41.0,,,41.30,15662415,,,,,,,,,,,,,,,
８  香川県中部ボートレー,第5日,2025-12-08,ボートレース丸亀,0R,特別選抜戦,1800,19:23,1,4215,吉島祥之,,,38.4,,9.09,30.0,,,25.84,35113,43,6,,,,,,,,,,,,,,2,4452,松尾 祭,,,39.56,,35.95,27.0,,,35.11,32642513,2,,,,,,,,,,,,,,,3,5050,木下雄介,,,37.35,,,66.0,,,31.03,611,4424,5,,,,,,,,,,,,,,4,4556,竹井奈美,,,59.42,,,58.0,,,36.96,332,1135,4,,,,,,,,,,,,,,5,4890,石川 諒,,,34.41,,20.0,39.0,,,32.99,152,2,46,,,,,,,,,,,,,,6,5143,常盤海心,,,7.46,,13.33,14.0,,,12.99,3,134,36,,,,,,,,,,,,,
８  香川県中部ボートレー,第5日,2025-12-08,ボートレース丸亀,1R,特別選抜戦,1800,19:54,1,4171,榎 幸司,,,46.61,,37.5,62.0,,,40.00,36323153,7,,,,,,,,,,,,,,,2,4051,清水敦揮,,,47.42,,44.44,1.0,,,37.78,11452314,4,,,,,,,,,,,,,,,3,3582,吉川昭男,,,46.73,,47.62,33.0,,,40.00,641,3114,8,,,,,,,,,,,,,,4,4809,外崎 悟,,,35.71,,30.77,49.0,,,25.00,1,3451S5,7,,,,,,,,,,,,,,5,4837,酒井陽祐,,,35.8,,26.47,55.0,,,30.21,3,326,45,,,,,,,,,,,,,,6,3852,澤 大介,,,23.38,,31.25,52.0,,,44.83,345,1256,3,,,,,,,,,,,,,
８  香川県中部ボートレー,第5日,2025-12-08,ボートレース丸亀,2R,優勝戦,1800,20:30,1,3849,中岡正彦,,,64.55,,50.39,32.0,,,46.24,11113111,,,,,,,,,,,,,,,,2,4305,金子拓矢,,,59.09,,,20.0,,,26.44,13111321,,,,,,,,,,,,,,,,3,4377,濱本優一,,,60.5,,48.08,24.0,,,30.23,22132631,,,,,,,,,,,,,,,,4,4623,中北将史,,,30.21,,16.67,4.0,,,39.51,2,422,22,,,,,,,,,,,,,,5,4434,田中辰彦,,,46.73,,36.84,31.0,,,44.44,14216412,,,,,,,,,,,,,,,,6,4292,麻生慎介,,,36.73,,38.0,22.0,,,32.22,14343222,,,,,,,,,,,,,,,
８  ヴィーナスシリーズ,第2日,2025-12-08,ボートレース尼崎,1R,朝からセンプ,1800,10:36,1,5326,三嶌さら,,,6.32,,6.25,44.0,,,28.57,6,5,,,,,,,,,,,,,,,2,4941,孫崎百世,,,22.37,,18.18,52.0,,,30.83,2,10,,,,,,,,,,,,,,,3,5188,武井莉里,,,38.46,,29.63,31.0,,,26.98,5,11,,,,,,,,,,,,,,,4,5357,田中瀬里,,,1.67,,,41.0,,,26.05,6,9,,,,,,,,,,,,,,,5,5118,野田なづ,,,34.57,,,28.0,,,38.40,36,,,,,,,,,,,,,,,,6,4987,島倉 都,,,14.86,,5.26,56.0,,,37.90,5,7,,,,,,,,,,,,,,
８  ヴィーナスシリーズ,第2日,2025-12-08,ボートレース尼崎,2R,予選,1800,11:01,1,5264,登みひ果,,,26.44,,16.78,55.0,,,16.39,5,11,,,,,,,,,,,,,,,2,4844,村上奈穂,,,22.22,,11.11,17.0,,,30.08,4,12,,,,,,,,,,,,,,,3,4974,安井瑞紀,,,41.46,,52.38,7.0,,,33.06,4,10,,,,,,,,,,,,,,,4,5198,奥村明日,,,22.37,,7.69,6.0,,,30.08,42,,,,,,,,,,,,,,,,5,5173,谷口佳蓮,,,31.58,,,23.0,,,19.35,6,7,,,,,,,,,,,,,,,6,5327,西田和加,,,,,,29.0,,,29.03,6,6,,,,,,,,,,,,,,
８  ヴィーナスシリーズ,第2日,2025-12-08,ボートレース尼崎,3R,予選,1800,11:28,1,5265,大廣咲季,,,10.81,,,58.0,,,32.52,5,9,,,,,,,,,,,,,,,2,4791,黒澤めぐ,,,43.9,,40.82,12.0,,,32.26,3,10,,,,,,,,,,,,,,,3,5045,平川香織,,,43.4,,,15.0,,,34.68,54,,,,,,,,,,,,,,,,4,5342,原村百那,,,,,,13.0,,,31.45,5,7,,,,,,,,,,,,,,,5,5088,高憧四季,,,61.31,,70.0,3.0,,,43.09,36,12,,,,,,,,,,,,,,,6,5003,来田衣織,,,24.42,,17.98,2.0,,,22.76,53,,,,,,,,,,,,,,,
８  ヴィーナスシリーズ,第2日,2025-12-08,ボートレース尼崎,4R,予選,1800,11:55,1,5281,井上遥妃,,,49.35,,23.08,19.0,,,36.89,6,11,,,,,,,,,,,,,,,2,4071,古賀千晶,,,25.0,,30.21,36.0,,,33.87,4,12,,,,,,,,,,,,,,,3,5194,大久保佑,,,29.49,,11.11,46.0,,,34.19,4,10,,,,,,,,,,,,,,,4,4286,平田さや,,,30.08,,39.29,1.0,,,35.20,35,9,,,,,,,,,,,,,,,5,4990,田中博子,,,,,,51.0,,,21.49,66,,,,,,,,,,,,,,,,6,4450,平高奈菜,,,36.36,,45.45,35.0,,,32.23,12,8,,,,,,,,,,,,,,
８  ヴィーナスシリーズ,第2日,2025-12-08,ボートレース尼崎,5R,予選,1800,12:23,1,3611,岩崎芳美,,,35.42,,20.0,27.0,,,35.54,52,10,,,,,,,,,,,,,,,2,5195,北村寧々,,,26.09,,,40.0,,,33.33,2,11,,,,,,,,,,,,,,,3,5297,南 彩寧,,,3.13,,0.91,37.0,,,33.33,34,,,,,,,,,,,,,,,,4,4283,石井裕美,,,18.92,,10.0,49.0,,,37.60,3,12,,,,,,,,,,,,,,,5,5326,三嶌さら,,,6.32,,6.25,44.0,,,28.57,6,1,,,,,,,,,,,,,,,6,4884,勝浦真帆,,,33.64,,50.0,33.0,,,27.64,21,9,,,,,,,,,,,,,,
８  ヴィーナスシリーズ,第2日,2025-12-08,ボートレース尼崎,6R,昼どきピンク,1800,12:54,1,3435,寺田千恵,,,45.05,,70.0,24.0,,,41.46,44,12,,,,,,,,,,,,,,,2,5327,西田和加,,,,,,29.0,,,29.03,6,2,,,,,,,,,,,,,,,3,5241,門田 栞,,,25.86,,,50.0,,,31.67,63,,,,,,,,,,,,,,,,4,5129,山口真喜,,,31.48,,,8.0,,,31.71,5,11,,,,,,,,,,,,,,,5,4965,福岡泉水,,,22.39,,24.0,5.0,,,29.17,15,,,,,,,,,,,,,,,,6,5295,田上 凜,,,11.11,,,16.0,,,30.08,13,,,,,,,,,,,,,,,
８  ヴィーナスシリーズ,第2日,2025-12-08,ボートレース尼崎,7R,予選,1800,13:25,1,5173,谷口佳蓮,,,31.58,,,23.0,,,19.35,6,2,,,,,,,,,,,,,,,2,4900,中田夕貴,,,45.3,,33.33,14.0,,,36.07,2,12,,,,,,,,,,,,,,,3,4733,赤井 睦,,,27.63,,54.55,59.0,,,36.67,12,,,,,,,,,,,,,,,,4,4987,島倉 都,,,14.86,,5.26,56.0,,,37.90,5,1,,,,,,,,,,,,,,,5,5342,原村百那,,,,,,13.0,,,31.45,5,3,,,,,,,,,,,,,,,6,4963,實森美祐,,,43.56,,54.55,57.0,,,36.36,15,,,,,,,,,,,,,,,
８  ヴィーナスシリーズ,第2日,2025-12-08,ボートレース尼崎,8R,予選,1800,13:59,1,5306,河内悠利,,,5.13,,,21.0,,,26.45,26,,,,,,,,,,,,,,,,2,3618,海野ゆか,,,44.04,,56.25,60.0,,,37.82,21,,,,,,,,,,,,,,,,3,4758,富樫麗加,,,43.37,,,53.0,,,31.45,13,,,,,,,,,,,,,,,,4,4450,平高奈菜,,,36.36,,45.45,35.0,,,32.23,12,4,,,,,,,,,,,,,,,5,4964,土屋 南,,,58.82,,46.67,18.0,,,51.67,41,,,,,,,,,,,,,,,,6,4738,清埜翔子,,,42.45,,53.13,39.0,,,33.33,42,,,,,,,,,,,,,,,
８  ヴィーナスシリーズ,第2日,2025-12-08,ボートレース尼崎,9R,予選特賞,1800,14:35,1,4286,平田さや,,,30.08,,39.29,1.0,,,35.20,35,4,,,,,,,,,,,,,,,2,5192,中尾優香,,,35.8,,18.52,22.0,,,30.83,26,,,,,,,,,,,,,,,,3,5265,大廣咲季,,,10.81,,,58.0,,,32.52,5,3,,,,,,,,,,,,,,,4,4884,勝浦真帆,,,33.64,,50.0,33.0,,,27.64,21,5,,,,,,,,,,,,,,,5,5357,田中瀬里,,,1.67,,,41.0,,,26.05,6,1,,,,,,,,,,,,,,,6,4456,鎌倉 涼,,,52.78,,52.63,9.0,,,38.33,11,,,,,,,,,,,,,,,
８  ヴィーナスシリーズ,第2日,2025-12-08,ボートレース尼崎,0R,予選特賞,1800,15:08,1,5163,清水愛海,,,53.41,,18.75,47.0,,,33.06,33,,,,,,,,,,,,,,,,2,4974,安井瑞紀,,,41.46,,52.38,7.0,,,33.06,4,2,,,,,,,,,,,,,,,3,3611,岩崎芳美,,,35.42,,20.0,27.0,,,35.54,52,5,,,,,,,,,,,,,,,4,5194,大久保佑,,,29.49,,11.11,46.0,,,34.19,4,4,,,,,,,,,,,,,,,5,4941,孫崎百世,,,22.37,,18.18,52.0,,,30.83,2,1,,,,,,,,,,,,,,,6,4791,黒澤めぐ,,,43.9,,40.82,12.0,,,32.26,3,3,,,,,,,,,,,,,,
８  ヴィーナスシリーズ,第2日,2025-12-08,ボートレース尼崎,1R,予選特選,1800,15:42,1,5188,武井莉里,,,38.46,,29.63,31.0,,,26.98,5,1,,,,,,,,,,,,,,,2,5231,寺田空詩,,,33.77,,20.0,42.0,,,42.62,14,,,,,,,,,,,,,,,,3,5129,山口真喜,,,31.48,,,8.0,,,31.71,5,6,,,,,,,,,,,,,,,4,5264,登みひ果,,,26.44,,16.78,55.0,,,16.39,5,2,,,,,,,,,,,,,,,5,5281,井上遥妃,,,49.35,,23.08,19.0,,,36.89,6,4,,,,,,,,,,,,,,,6,5195,北村寧々,,,26.09,,,40.0,,,33.33,2,5,,,,,,,,,,,,,,
８  ヴィーナスシリーズ,第2日,2025-12-08,ボートレース尼崎,2R,予選特選,1800,16:19,1,5088,高憧四季,,,61.31,,70.0,3.0,,,43.09,36,3,,,,,,,,,,,,,,,2,4283,石井裕美,,,18.92,,10.0,49.0,,,37.60,3,5,,,,,,,,,,,,,,,3,3435,寺田千恵,,,45.05,,70.0,24.0,,,41.46,44,6,,,,,,,,,,,,,,,4,4900,中田夕貴,,,45.3,,33.33,14.0,,,36.07,2,7,,,,,,,,,,,,,,,5,4071,古賀千晶,,,25.0,,30.21,36.0,,,33.87,4,4,,,,,,,,,,,,,,,6,4844,村上奈穂,,,22.22,,11.11,17.0,,,30.08,4,2,,,,,,,,,,,,,,
